imu,kinematic,lag,corr
acc_y,r_force_x,-81,0.7042119147660997
acc_y,r_mall_y,53,-0.8275131979496058
acc_y,r_heel_y,55,-0.8275690378796975
acc_z,c7_y,35,0.8635593724407998
acc_z,MIDASIS_y,34,0.7934254481829649
acc_z,PO_y,34,0.7934254481829649
acc_z,SHO_y,30,0.7930401187646052
acc_z,l_asis_y,36,0.7594974786101236
acc_z,r_asis_y,33,0.7389557853456412
acc_z,sacrum_s_y,35,0.7058038566557521
ang_acc_gyro_y,MIDASIS_y,98,0.7468186418333812
ang_acc_gyro_y,PO_y,98,0.7468186418333812
ang_acc_gyro_y,SHO_y,98,0.7441037470516729
ang_acc_gyro_y,r_asis_y,99,0.7327461720947924
gyro_x,r_knee_1_y,9,0.7685243326355655
gyro_x,l_force_z,-77,0.7456115436901717
gyro_y,l_heel_y,-60,0.7384858831989064
gyro_y,l_mall_y,-64,0.7090008478139264
gyro_y,r_should_y,20,-0.7315976558972405
gyro_y,MIDASIS_y,23,-0.759612532336121
gyro_y,PO_y,23,-0.759612532336121
gyro_y,r_asis_y,19,-0.7601803676743953
gyro_y,l_knee_1_y,17,-0.7660679451859752
gyro_y,sacrum_s_y,29,-0.7704107538697517
gyro_y,SHO_y,24,-0.7847328812061635
gyro_y,c7_y,28,-0.8309098691547689
gyro_z,r_force_y,72,0.8657813416691464
gyro_z,r_force_x,65,0.8419719047632243
gyro_z,l_knee_1_y,-25,0.7526920195801858
mag_gyro,r_knee_1_y,8,0.8649574884959443
mag_gyro,l_force_z,-69,0.8376120646091385
pitch,r_force_z,-89,-0.7174720585581532
pitch,l_knee_1_y,5,-0.856827771945245
roll,r_asis_y,-65,-0.7249473063743117
roll,r_mall_y,-33,-0.9230373167910166
roll,r_heel_y,-31,-0.9411564928790809
vel_x,time,0,0.9999123241309269
vel_x,c7_z,0,0.9995738125613578
vel_x,SHO_z,0,0.9995720925789078
vel_x,MIDASIS_z,0,0.9995520511555334
vel_x,PO_z,0,0.9995520511555334
vel_x,l_asis_z,0,0.9995516373329015
vel_x,sacrum_s_z,0,0.9995462401549967
vel_x,r_should_z,0,0.9995421470171018
vel_x,r_asis_z,0,0.9995230297157849
vel_x,l_should_z,0,0.9993864250349281
vel_x,r_knee_1_z,0,0.9921037671109091
vel_x,l_knee_1_z,0,0.9904127945148778
vel_x,l_mall_z,0,0.9611497485786653
vel_x,r_mall_z,0,0.9610532656272309
vel_x,r_heel_z,0,0.9597386277631926
vel_x,l_heel_z,0,0.9590946518103849
vel_x,l_met_z,0,0.9536652128653277
vel_x,r_met_z,0,0.9502498768432563
vel_x,r_mall_x,0,-0.7261168585844764
vel_x,r_heel_x,0,-0.730545332909954
vel_x,l_knee_1_x,-60,-0.764324138936251
vel_x,r_knee_1_x,0,-0.8161050599615574
vel_y,l_met_z,0,0.9177405606618985
vel_y,l_heel_z,0,0.914366015267404
vel_y,l_mall_z,0,0.9124171895610086
vel_y,l_knee_1_z,0,0.8552471079310614
vel_y,l_asis_z,0,0.79194658859018
vel_y,MIDASIS_z,0,0.7911688288839674
vel_y,PO_z,0,0.7911688288839674
vel_y,r_asis_z,0,0.7905490167859506
vel_y,r_should_z,0,0.7905220939635582
vel_y,sacrum_s_z,0,0.7898253875168352
vel_y,time,0,0.7874397638832271
vel_y,c7_z,0,0.7833076690126797
vel_y,SHO_z,0,0.7830488764206363
vel_y,l_should_z,0,0.7754371209506262
vel_y,r_knee_1_z,0,0.7181883381862028
vel_y,l_knee_1_x,-98,-0.7372906237124544
vel_z,r_knee_1_x,0,0.8183903613570529
vel_z,r_heel_x,0,0.7087869001251232
vel_z,r_mall_x,0,0.7040822668241735
vel_z,r_met_z,0,-0.934336444295837
vel_z,l_met_z,0,-0.9385236174710698
vel_z,l_heel_z,0,-0.9460981720970776
vel_z,r_heel_z,0,-0.9466401652683449
vel_z,r_mall_z,0,-0.9479381440574741
vel_z,l_mall_z,0,-0.948422645586783
vel_z,l_knee_1_z,0,-0.9868154792031365
vel_z,r_knee_1_z,0,-0.9871527395227546
vel_z,l_should_z,0,-0.9921855588638682
vel_z,c7_z,0,-0.9925010109560126
vel_z,SHO_z,0,-0.9925300342883989
vel_z,time,0,-0.9926201573850106
vel_z,r_should_z,0,-0.992673131214243
vel_z,sacrum_s_z,0,-0.9930632927917998
vel_z,l_asis_z,0,-0.9934087984923494
vel_z,MIDASIS_z,0,-0.9935495308918476
vel_z,PO_z,0,-0.9935495308918476
vel_z,r_asis_z,0,-0.9937548872066619
yaw,l_mall_y,-14,0.8840323050831266
yaw,l_heel_y,-12,0.87479563057553
yaw,r_should_y,24,-0.7357441961480488
yaw,r_force_z,44,-0.7719001344785744
yaw,r_heel_y,-17,-0.7825026304951355
yaw,r_mall_y,-22,-0.7945803970648257
