Item,Method,Num Clusters,Silhouette Score
vel_y_MIDASIS_y_pca_shift,pca_shift,3,0.45603210227583
vel_y_PO_y_pca_shift,pca_shift,3,0.45603210227583
vel_y_l_should_y_pca_shift,pca_shift,3,0.4352164641277636
vel_y_l_knee_1_y_pca_shift,pca_shift,3,0.5570803687644879
vel_y_r_asis_y_pca_shift,pca_shift,3,0.4626945284413877
vel_y_c7_y_pca_shift,pca_shift,3,0.4574931761315448
vel_y_SHO_x_pca_shift,pca_shift,3,0.5991290928583816
vel_y_r_should_x_pca_shift,pca_shift,3,0.6152938004724666
vel_y_l_should_x_pca_shift,pca_shift,3,0.5945381950608671
vel_y_l_asis_x_pca_shift,pca_shift,3,0.5796703192056705
vel_y_MIDASIS_x_pca_shift,pca_shift,3,0.5974095697778276
vel_y_PO_x_pca_shift,pca_shift,3,0.5974095697778276
vel_y_r_asis_x_pca_shift,pca_shift,3,0.5544437881218411
vel_y_c7_x_pca_shift,pca_shift,3,0.6119576433759848
vel_y_l_heel_y_pca_shift,pca_shift,3,0.6342141127779186
vel_y_r_knee_1_x_pca_shift,pca_shift,3,0.6348398700161342
vel_y_l_met_x_pca_shift,pca_shift,3,0.702090571534225
vel_y_l_heel_x_pca_shift,pca_shift,3,0.698724117794022
vel_y_l_knee_1_x_pca_shift,pca_shift,3,0.6349599453682393
vel_y_l_mall_x_pca_shift,pca_shift,3,0.6650042746731081
vel_z_r_knee_1_x_pca_shift,pca_shift,3,0.5847102459751943
vel_z_l_knee_1_x_pca_shift,pca_shift,3,0.6151531964198603
vel_z_l_mall_x_pca_shift,pca_shift,3,0.6892245535339693
vel_z_l_heel_x_pca_shift,pca_shift,3,0.7207646215914336
vel_z_l_met_x_pca_shift,pca_shift,3,0.7292279521105309
vel_z_r_heel_x_pca_shift,pca_shift,3,0.5747447015057552
vel_z_r_mall_x_pca_shift,pca_shift,3,0.592846634643808
vel_z_r_should_x_pca_shift,pca_shift,3,0.6377184123462416
vel_z_r_asis_x_pca_shift,pca_shift,3,0.6737363749419156
vel_z_SHO_x_pca_shift,pca_shift,3,0.6199780750763751
vel_z_MIDASIS_x_pca_shift,pca_shift,3,0.6164193361278641
vel_z_PO_x_pca_shift,pca_shift,3,0.6164193361278641
vel_z_l_asis_x_pca_shift,pca_shift,3,0.6332525589703076
vel_z_l_should_x_pca_shift,pca_shift,3,0.6123451702784043
vel_z_c7_x_pca_shift,pca_shift,3,0.6149823299200642
vel_z_sacrum_s_x_pca_shift,pca_shift,3,0.6171143685292874
vel_z_r_met_x_pca_shift,pca_shift,3,0.5443579324804504
vel_z_r_force_y_pca_shift,pca_shift,3,0.699716891883598
vel_z_c7_y_pca_shift,pca_shift,3,0.44660878387726655
vel_z_r_met_y_pca_shift,pca_shift,3,0.42275072681789866
vel_z_r_knee_1_y_pca_shift,pca_shift,3,0.5060716382113928
vel_z_l_force_x_pca_shift,pca_shift,3,0.7222705395883708
vel_z_MIDASIS_y_pca_shift,pca_shift,3,0.44958510970320353
vel_z_PO_y_pca_shift,pca_shift,3,0.44958510970320353
vel_z_SHO_y_pca_shift,pca_shift,3,0.435189589301063
vel_z_sacrum_s_y_pca_shift,pca_shift,3,0.37306496345043455
vel_z_l_asis_y_pca_shift,pca_shift,3,0.4817329496319945
vel_z_l_should_y_pca_shift,pca_shift,3,0.5061483629535181
vel_z_r_met_z_pca_shift,pca_shift,3,0.6868762876558137
vel_z_l_met_z_pca_shift,pca_shift,3,0.6796940258145366
vel_z_l_heel_z_pca_shift,pca_shift,3,0.6874507434784625
vel_z_r_heel_z_pca_shift,pca_shift,3,0.6559204315784128
vel_z_l_mall_z_pca_shift,pca_shift,3,0.6816079309829216
vel_z_r_mall_z_pca_shift,pca_shift,3,0.6723949142095506
vel_z_l_knee_1_z_pca_shift,pca_shift,3,0.6097725642056809
vel_z_r_knee_1_z_pca_shift,pca_shift,3,0.6480527336684948
vel_z_SHO_z_pca_shift,pca_shift,3,0.5803009923653087
vel_z_l_asis_z_pca_shift,pca_shift,3,0.5848309404679862
vel_z_MIDASIS_z_pca_shift,pca_shift,3,0.584778997354467
vel_z_PO_z_pca_shift,pca_shift,3,0.584778997354467
vel_z_r_should_z_pca_shift,pca_shift,3,0.575559825391993
vel_z_r_asis_z_pca_shift,pca_shift,3,0.5872966216232083
vel_z_l_should_z_pca_shift,pca_shift,3,0.5851124328020868
vel_z_c7_z_pca_shift,pca_shift,3,0.5754734369956342
vel_z_sacrum_s_z_pca_shift,pca_shift,3,0.5845265836016161
yaw_l_mall_y_pca_shift,pca_shift,3,0.5257918351272713
yaw_l_heel_y_pca_shift,pca_shift,3,0.5493753123492767
yaw_r_force_y_pca_shift,pca_shift,3,0.6007391344439946
yaw_l_force_z_pca_shift,pca_shift,3,0.5252469961219253
yaw_SHO_x_pca_shift,pca_shift,3,0.5039295970125262
yaw_l_should_x_pca_shift,pca_shift,3,0.5011695725809965
yaw_l_met_z_pca_shift,pca_shift,3,0.4289930164333055
yaw_MIDASIS_y_pca_shift,pca_shift,3,0.46431083696542635
yaw_PO_y_pca_shift,pca_shift,3,0.46431083696542635
yaw_sacrum_s_x_pca_shift,pca_shift,3,0.39122849075940447
yaw_r_asis_y_pca_shift,pca_shift,3,0.47378580055973757
yaw_l_force_y_pca_shift,pca_shift,3,0.47464371349932793
yaw_r_should_y_pca_shift,pca_shift,3,0.5108205696927022
yaw_r_force_z_pca_shift,pca_shift,3,0.4971305542269235
yaw_r_heel_y_pca_shift,pca_shift,3,0.5709541577268277
yaw_r_mall_y_pca_shift,pca_shift,3,0.5615572265082307
