group,imu,point,corr
feet,gyro_x,r_met_y,-0.5587510935172214
trunk,gyro_x,l_asis_x,-0.5831657072531388
trunk,gyro_x,MIDASIS_x,-0.5954639571815986
additional_points,gyro_x,PO_x,-0.5954639571815986
trunk,gyro_x,r_asis_x,-0.6130061122317499
upper_legs,gyro_x,r_knee_1_y,-0.6836518714489217
feet,gyro_y,r_heel_y,0.5780197336549627
lower_legs,gyro_y,r_mall_y,0.5470509760126323
force,gyro_y,l_force_z,-0.6281073536455406
upper_legs,gyro_y,r_knee_1_y,-0.6346805632008065
upper_legs,gyro_z,r_knee_1_y,0.7481952253624368
trunk,gyro_z,MIDASIS_x,0.6164944141187594
additional_points,gyro_z,PO_x,0.6164944141187594
trunk,gyro_z,l_asis_x,0.6097319603553376
trunk,gyro_z,r_asis_x,0.6006643673170607
upper_legs,gyro_z,l_knee_1_y,-0.6696286803842446
trunk,mag_acc,l_asis_y,0.8158587552864366
head_neck,mag_acc,c7_y,0.7824483318229698
trunk,mag_acc,sacrum_s_y,0.7714043326437331
trunk,mag_acc,MIDASIS_y,0.7657382209765324
additional_points,mag_acc,PO_y,0.7657382209765324
additional_points,mag_acc,SHO_y,0.7460666912946761
trunk,mag_acc,r_asis_y,0.6708986901714455
upper_body,mag_acc,l_should_y,0.6077128201789611
upper_body,mag_acc,r_should_y,0.5738445516384173
upper_legs,mag_acc,r_knee_1_x,-0.599994638800161
upper_legs,mag_gyro,l_knee_1_y,0.795365215348202
force,mag_gyro,r_force_z,0.6557084596973042
upper_legs,mag_gyro,r_knee_1_x,-0.5200619184364808
upper_legs,mag_gyro,l_knee_1_x,-0.532031719188312
force,pitch,r_force_x,0.5785320044629149
upper_legs,pitch,l_knee_1_y,0.5361405394666522
force,pitch,r_force_y,0.5158332774627266
force,pitch,l_force_z,-0.5532559874069594
upper_legs,pitch,l_knee_1_x,-0.5669221818749322
feet,pitch,r_met_y,-0.6215228194698955
trunk,pitch,l_asis_x,-0.6808019587372864
trunk,pitch,MIDASIS_x,-0.6854247771726151
additional_points,pitch,PO_x,-0.6854247771726151
trunk,pitch,r_asis_x,-0.6937498514115857
upper_legs,pitch,r_knee_1_y,-0.8587165635625167
trunk,pos_x,l_asis_y,0.8239113430512963
head_neck,pos_x,c7_y,0.8049595674617078
trunk,pos_x,sacrum_s_y,0.7971476697167058
trunk,pos_x,MIDASIS_y,0.7623135370260627
additional_points,pos_x,PO_y,0.7623135370260627
additional_points,pos_x,SHO_y,0.7617474154214111
trunk,pos_x,r_asis_y,0.6664991578236785
upper_body,pos_x,l_should_y,0.640074205878994
upper_body,pos_x,r_should_y,0.575021076804242
upper_legs,pos_x,l_knee_1_y,0.5384142230943054
upper_legs,pos_x,r_knee_1_x,-0.5966007108985275
trunk,pos_y,MIDASIS_x,0.8146332566262423
additional_points,pos_y,PO_x,0.8146332566262423
trunk,pos_y,l_asis_x,0.813069661979256
trunk,pos_y,r_asis_x,0.7740700810663764
head_neck,pos_y,c7_x,0.737028237020973
additional_points,pos_y,SHO_x,0.7329211794701755
upper_body,pos_y,r_should_x,0.7325277230151922
upper_body,pos_y,l_should_x,0.7289710582974378
trunk,pos_y,sacrum_s_x,0.5577659694805408
upper_legs,pos_y,r_knee_1_y,0.5080276406604514
force,pos_y,r_force_y,-0.6239213965369597
force,pos_y,r_force_x,-0.6395426241176598
upper_legs,pos_y,l_knee_1_y,-0.6633916544614066
trunk,roll,sacrum_s_x,0.6696394206760052
upper_body,roll,l_should_x,0.5692083749497335
force,roll,r_force_z,0.5614486897030394
upper_body,roll,r_should_x,0.5581992152728671
additional_points,roll,SHO_x,0.5557755158322107
head_neck,roll,c7_x,0.5524867745962796
upper_body,roll,l_should_y,-0.5493371703384752
upper_legs,roll,l_knee_1_x,-0.628429841836644
lower_legs,roll,l_mall_y,-0.6940728751079434
feet,roll,l_heel_y,-0.9468498051354972
trunk,vel_x,sacrum_s_z,0.9996648775853991
trunk,vel_x,MIDASIS_z,0.9996330635994561
additional_points,vel_x,PO_z,0.9996330635994561
trunk,vel_x,l_asis_z,0.9996285976679644
trunk,vel_x,r_asis_z,0.9996062779993015
additional_points,vel_x,SHO_z,0.999551404178858
upper_body,vel_x,l_should_z,0.9995265821095428
head_neck,vel_x,c7_z,0.9995258533075422
upper_body,vel_x,r_should_z,0.9994361795264899
upper_legs,vel_x,r_knee_1_z,0.9931834964919246
upper_legs,vel_x,l_knee_1_z,0.9902949206702322
lower_legs,vel_x,l_mall_z,0.9651836561157784
lower_legs,vel_x,r_mall_z,0.9634453712795578
feet,vel_x,l_heel_z,0.9629172459854962
feet,vel_x,r_heel_z,0.9617279464948079
feet,vel_x,l_met_z,0.9575228244377102
feet,vel_x,r_met_z,0.9528132761512937
feet,vel_x,r_heel_x,0.7840797135606979
lower_legs,vel_x,r_mall_x,0.7441277712948489
feet,vel_x,r_met_x,0.7391849117421664
upper_legs,vel_x,r_knee_1_x,0.6133784238326612
trunk,vel_x,r_asis_x,0.5293523562077029
trunk,vel_x,l_asis_x,0.5186992957921689
trunk,vel_x,MIDASIS_x,0.5186426778866206
additional_points,vel_x,PO_x,0.5186426778866206
upper_body,vel_x,r_should_y,0.5067594906683032
feet,vel_y,r_met_z,0.9438861314415768
feet,vel_y,r_heel_z,0.9339470482072446
lower_legs,vel_y,r_mall_z,0.9328271006235553
upper_legs,vel_y,r_knee_1_z,0.859784790263742
upper_body,vel_y,l_should_z,0.8243645494090117
upper_legs,vel_y,r_knee_1_x,0.8207464029237689
additional_points,vel_y,SHO_z,0.8189757051918747
head_neck,vel_y,c7_z,0.8181416764625702
trunk,vel_y,sacrum_s_z,0.8143305100548005
trunk,vel_y,r_asis_z,0.8137377110679019
upper_body,vel_y,r_should_z,0.8132583397242674
trunk,vel_y,MIDASIS_z,0.813028954434465
additional_points,vel_y,PO_z,0.813028954434465
feet,vel_y,r_heel_x,0.8127504919568636
trunk,vel_y,l_asis_z,0.8121546306189992
lower_legs,vel_y,r_mall_x,0.7836764865398818
feet,vel_y,r_met_x,0.7590463802561642
upper_legs,vel_y,l_knee_1_z,0.746435151748904
upper_legs,vel_y,r_knee_1_y,0.666725840274178
lower_legs,vel_y,l_mall_z,0.644694360931536
feet,vel_y,l_heel_z,0.6381391340223057
feet,vel_y,l_met_z,0.6212135401435361
force,vel_y,l_force_z,0.5919915894333134
feet,vel_y,r_met_y,0.5697928078041308
upper_legs,vel_y,l_knee_1_x,0.5455378786916618
trunk,vel_z,MIDASIS_x,-0.5104797505778124
additional_points,vel_z,PO_x,-0.5104797505778124
trunk,vel_z,l_asis_x,-0.513379783869506
trunk,vel_z,r_asis_x,-0.521529253092207
upper_legs,vel_z,r_knee_1_x,-0.5435089634068162
trunk,vel_z,r_asis_y,-0.5568098931078858
trunk,vel_z,MIDASIS_y,-0.5631330589711863
additional_points,vel_z,PO_y,-0.5631330589711863
additional_points,vel_z,SHO_y,-0.5667935256405364
upper_body,vel_z,r_should_y,-0.5750404845011396
feet,vel_z,r_met_x,-0.722903964699567
lower_legs,vel_z,r_mall_x,-0.7313558109186812
feet,vel_z,r_heel_x,-0.7715983835681702
feet,vel_z,r_met_z,-0.9351224907788013
feet,vel_z,r_heel_z,-0.9464000452705291
lower_legs,vel_z,r_mall_z,-0.9481538548517187
feet,vel_z,l_met_z,-0.9481579115723433
feet,vel_z,l_heel_z,-0.9545020926583975
lower_legs,vel_z,l_mall_z,-0.9565480524037405
upper_legs,vel_z,l_knee_1_z,-0.9874148335752558
upper_legs,vel_z,r_knee_1_z,-0.9875588338881741
upper_body,vel_z,l_should_z,-0.9908703028206668
additional_points,vel_z,SHO_z,-0.9910483555576435
head_neck,vel_z,c7_z,-0.9910684419430876
upper_body,vel_z,r_should_z,-0.9911186098796702
trunk,vel_z,sacrum_s_z,-0.9927579698097903
trunk,vel_z,l_asis_z,-0.9929485519485229
trunk,vel_z,MIDASIS_z,-0.9930622305087571
additional_points,vel_z,PO_z,-0.9930622305087571
trunk,vel_z,r_asis_z,-0.9932048680785641
lower_legs,yaw,r_mall_y,0.9208476190144653
feet,yaw,r_heel_y,0.9093320592727939
trunk,yaw,sacrum_s_x,0.8989773425437899
upper_body,yaw,l_should_x,0.8702403978872612
additional_points,yaw,SHO_x,0.8672256636681437
upper_body,yaw,r_should_x,0.8649461518655864
head_neck,yaw,c7_x,0.8428313248799258
trunk,yaw,l_asis_x,0.6756328010328947
upper_body,yaw,r_should_y,0.6667667004705438
trunk,yaw,MIDASIS_x,0.6636943470990367
additional_points,yaw,PO_x,0.6636943470990367
force,yaw,l_force_y,0.64046709518002
trunk,yaw,r_asis_x,0.6374231229672375
trunk,yaw,r_asis_y,0.5870470153346125
force,yaw,l_force_x,-0.5662843340628719
lower_legs,yaw,l_mall_y,-0.6178573011523775
force,yaw,r_force_x,-0.6396231586177002
force,yaw,r_force_y,-0.7009733823429383
feet,yaw,l_heel_y,-0.761367953480001
