Variable Pair,Silhouette Score,Calinski-Harabasz Score,Davies-Bouldin Index
c7_x_pca_shift,0.525206022894288,2699.143390190135,0.6610253046053414
c7_y_pca_shift,0.5294621990549947,4095.610049456809,0.6326299209032294
c7_z_pca_shift,0.5633189031992349,3513.5140334243183,0.636643625815733
r_should_x_pca_shift,0.4879897761616267,1770.2785142319308,0.7490744540394835
r_should_y_pca_shift,0.3655972373219036,1177.1556589134123,1.015438674395212
r_should_z_pca_shift,0.5766217888243118,3425.9347437223287,0.6020905159675102
l_should_x_pca_shift,0.499026799748357,1826.2415461446715,0.7313160366899085
l_should_y_pca_shift,0.5323525262159902,2278.5308655970584,0.7487764434756214
l_should_z_pca_shift,0.5815867078108541,3518.7236710430157,0.594057114947459
sacrum_s_x_pca_shift,0.5182264684079484,1895.308028387401,0.7065384156333522
sacrum_s_y_pca_shift,0.5287191597159229,4107.6113270011165,0.6377013915879013
sacrum_s_z_pca_shift,0.5599816091289784,3518.051738212027,0.6487584783251784
r_asis_x_pca_shift,0.4696054243169578,1896.4465706535775,0.7767368701189795
r_asis_y_pca_shift,0.48469997556925587,1689.3095700907845,0.8365748719227698
r_asis_z_pca_shift,0.5603635330169301,3501.077468216865,0.64747096873647
l_asis_x_pca_shift,0.47730609863767,2034.1728501682965,0.7539450384178217
l_asis_y_pca_shift,0.533815655555493,4239.008939703868,0.6337983331752676
l_asis_z_pca_shift,0.5579142358251972,3509.6300003810184,0.651999545022815
MIDASIS_x_pca_shift,0.47733899125360046,2000.3525218604486,0.7472280081498416
MIDASIS_y_pca_shift,0.48753377122576536,3210.0974370018043,0.7141871780075978
MIDASIS_z_pca_shift,0.5580674979596755,3575.5168319488275,0.6477216885497528
r_knee_1_x_pca_shift,0.3844665994190594,1479.283371272103,1.0264658172872883
r_knee_1_y_pca_shift,0.4793663489041629,1406.5499064392611,0.7713358063499752
r_knee_1_z_pca_shift,0.6025622334878316,4006.896795239261,0.5648033213644846
l_knee_1_x_pca_shift,0.5329479458967478,1774.8488276855862,0.6798593288055641
l_knee_1_y_pca_shift,0.46637347474315016,1345.552845767889,0.7524982200812885
l_knee_1_z_pca_shift,0.5409336203690118,2945.1854225000156,0.6781536718115496
r_mall_x_pca_shift,0.5695874731579059,2805.009803468165,0.607222287184033
r_mall_y_pca_shift,0.48976213513551015,1958.6698648328809,0.8225116296888144
r_mall_z_pca_shift,0.6528884522507821,4840.433299417181,0.47844046727183603
l_mall_y_pca_shift,0.5955080228325831,3490.923568244123,0.5274206167847327
l_mall_z_pca_shift,0.5484870252891086,2737.2906753217258,0.6706332995464627
r_heel_x_pca_shift,0.586192886507367,3064.4164618064297,0.5782318784403246
r_heel_y_pca_shift,0.4834822665618036,2269.6261992003406,0.8417518122455473
r_heel_z_pca_shift,0.6536500659196913,4872.071066344289,0.47788449869006827
l_heel_y_pca_shift,0.5945322219341498,3735.5710809031557,0.5322709012494222
l_heel_z_pca_shift,0.5200456323071545,2531.9081293821732,0.7158465153508176
r_met_x_pca_shift,0.5671761291515806,2321.7480787771015,0.6536760262741838
r_met_y_pca_shift,0.5003740041794437,1814.0235180683821,0.6877866599288932
r_met_z_pca_shift,0.6612114309995688,4951.236357148797,0.468717758189299
l_met_z_pca_shift,0.5583333204020354,2588.359037267776,0.6684369492832737
SHO_x_pca_shift,0.49409942210350055,1803.0917239221376,0.7380201679975387
SHO_y_pca_shift,0.5076421628866084,3672.0985465581102,0.6712391870387117
SHO_z_pca_shift,0.579119164848063,3473.7171117182393,0.5978507232438458
PO_x_pca_shift,0.47733899125360046,2000.3525218604486,0.7472280081498416
PO_y_pca_shift,0.48753377122576536,3210.0974370018043,0.7141871780075978
PO_z_pca_shift,0.5580674979596755,3575.5168319488275,0.6477216885497528
r_force_x_pca_shift,0.5373957206559317,2222.3051574386463,0.729263903854979
r_force_y_pca_shift,0.5494037843034328,2804.43902823423,0.7315694365265574
r_force_z_pca_shift,0.5357980895839652,2087.971269485426,0.6329664053908345
l_force_x_pca_shift,0.501635807533721,1850.6237153290433,0.722118721561614
l_force_y_pca_shift,0.6198023252295443,3991.4645151941577,0.531989863991329
l_force_z_pca_shift,0.36580786530191334,1247.939492498635,0.9941573662517399
