Item,Method,Num Clusters,Silhouette Score
mag_acc_c7_y_tsne,tsne,3,0.39325503
mag_gyro_r_knee_1_y_tsne,tsne,3,0.38240713
mag_gyro_l_force_z_tsne,tsne,3,0.37260354
mag_gyro_r_met_y_tsne,tsne,3,0.41851243
mag_gyro_r_met_z_tsne,tsne,3,0.3857414
mag_gyro_r_heel_x_tsne,tsne,3,0.38702816
mag_gyro_r_mall_x_tsne,tsne,3,0.41194692
mag_gyro_r_met_x_tsne,tsne,3,0.37127265
mag_gyro_l_knee_1_y_tsne,tsne,3,0.3885736
mag_gyro_l_met_y_tsne,tsne,3,0.39716333
mag_gyro_r_force_x_tsne,tsne,3,0.37613374
mag_gyro_r_force_y_tsne,tsne,3,0.4041764
pitch_l_asis_y_tsne,tsne,3,0.38124537
pitch_MIDASIS_y_tsne,tsne,3,0.39497977
pitch_PO_y_tsne,tsne,3,0.39497977
pitch_r_asis_y_tsne,tsne,3,0.39829797
pitch_r_should_y_tsne,tsne,3,0.40178877
pitch_SHO_y_tsne,tsne,3,0.40141153
pitch_c7_y_tsne,tsne,3,0.382215
pitch_sacrum_s_y_tsne,tsne,3,0.4048181
pitch_l_knee_1_y_tsne,tsne,3,0.38651037
roll_r_knee_1_y_tsne,tsne,3,0.39053062
roll_l_force_z_tsne,tsne,3,0.34786192
roll_r_should_y_tsne,tsne,3,0.41724312
roll_r_mall_y_tsne,tsne,3,0.36715263
roll_r_heel_y_tsne,tsne,3,0.38970968
vel_x_c7_z_tsne,tsne,3,0.4024625
vel_x_sacrum_s_z_tsne,tsne,3,0.4027974
vel_x_l_should_z_tsne,tsne,3,0.40345588
vel_x_r_should_z_tsne,tsne,3,0.38358158
vel_x_SHO_z_tsne,tsne,3,0.4103111
vel_x_r_asis_z_tsne,tsne,3,0.3837993
vel_x_MIDASIS_z_tsne,tsne,3,0.3897798
vel_x_PO_z_tsne,tsne,3,0.3897798
vel_x_l_asis_z_tsne,tsne,3,0.3837385
vel_x_r_knee_1_z_tsne,tsne,3,0.39068028
vel_x_l_knee_1_z_tsne,tsne,3,0.37593672
vel_x_r_mall_z_tsne,tsne,3,0.38776007
vel_x_l_mall_z_tsne,tsne,3,0.37870383
vel_x_r_heel_z_tsne,tsne,3,0.4090769
vel_x_l_heel_z_tsne,tsne,3,0.38706452
vel_x_l_met_z_tsne,tsne,3,0.37113965
vel_x_r_met_z_tsne,tsne,3,0.40639436
vel_x_l_should_y_tsne,tsne,3,0.37537852
vel_x_l_asis_y_tsne,tsne,3,0.38968757
vel_x_SHO_y_tsne,tsne,3,0.39488906
vel_x_MIDASIS_y_tsne,tsne,3,0.37677205
vel_x_PO_y_tsne,tsne,3,0.37677205
vel_x_r_met_y_tsne,tsne,3,0.35471016
vel_x_l_force_x_tsne,tsne,3,0.41011485
vel_x_sacrum_s_y_tsne,tsne,3,0.3859
vel_x_r_knee_1_y_tsne,tsne,3,0.38880926
vel_x_r_force_y_tsne,tsne,3,0.3670522
vel_x_sacrum_s_x_tsne,tsne,3,0.4054033
vel_x_r_met_x_tsne,tsne,3,0.36760667
vel_x_c7_x_tsne,tsne,3,0.39185202
vel_x_l_should_x_tsne,tsne,3,0.38582927
vel_x_SHO_x_tsne,tsne,3,0.37818298
vel_x_l_asis_x_tsne,tsne,3,0.40529916
vel_x_MIDASIS_x_tsne,tsne,3,0.39757246
vel_x_PO_x_tsne,tsne,3,0.39757246
vel_x_r_asis_x_tsne,tsne,3,0.401179
vel_x_r_should_x_tsne,tsne,3,0.37885165
vel_x_l_met_x_tsne,tsne,3,0.3682416
vel_x_r_heel_x_tsne,tsne,3,0.3715604
vel_x_r_mall_x_tsne,tsne,3,0.37677878
vel_x_l_heel_x_tsne,tsne,3,0.37871394
vel_x_l_mall_x_tsne,tsne,3,0.37957463
vel_x_l_knee_1_x_tsne,tsne,3,0.4280718
vel_x_r_knee_1_x_tsne,tsne,3,0.3887588
vel_y_l_met_z_tsne,tsne,3,0.40210065
vel_y_l_heel_z_tsne,tsne,3,0.3924253
vel_y_l_mall_z_tsne,tsne,3,0.39458945
vel_y_l_knee_1_z_tsne,tsne,3,0.39594418
vel_y_sacrum_s_z_tsne,tsne,3,0.37197438
vel_y_l_asis_z_tsne,tsne,3,0.3854759
vel_y_r_asis_z_tsne,tsne,3,0.40153685
vel_y_MIDASIS_z_tsne,tsne,3,0.37225533
vel_y_PO_z_tsne,tsne,3,0.37225533
vel_y_r_should_z_tsne,tsne,3,0.37825662
vel_y_c7_z_tsne,tsne,3,0.39646712
vel_y_SHO_z_tsne,tsne,3,0.37458125
vel_y_l_should_z_tsne,tsne,3,0.37442842
vel_y_r_knee_1_z_tsne,tsne,3,0.37640613
vel_y_r_heel_z_tsne,tsne,3,0.37652433
vel_y_r_mall_z_tsne,tsne,3,0.4024159
vel_y_r_force_z_tsne,tsne,3,0.40134937
vel_y_r_met_z_tsne,tsne,3,0.3858324
vel_y_sacrum_s_y_tsne,tsne,3,0.3574267
vel_y_r_mall_y_tsne,tsne,3,0.38900107
vel_y_l_asis_y_tsne,tsne,3,0.40199044
vel_y_SHO_y_tsne,tsne,3,0.39547902
vel_y_r_heel_y_tsne,tsne,3,0.39841422
vel_y_MIDASIS_y_tsne,tsne,3,0.37617156
vel_y_PO_y_tsne,tsne,3,0.37617156
vel_y_l_should_y_tsne,tsne,3,0.39505935
vel_y_l_knee_1_y_tsne,tsne,3,0.383955
vel_y_r_asis_y_tsne,tsne,3,0.3759356
vel_y_c7_y_tsne,tsne,3,0.37674838
vel_y_SHO_x_tsne,tsne,3,0.39625296
vel_y_r_should_x_tsne,tsne,3,0.39746204
vel_y_l_should_x_tsne,tsne,3,0.38870713
vel_y_l_asis_x_tsne,tsne,3,0.3923726
vel_y_MIDASIS_x_tsne,tsne,3,0.38536972
vel_y_PO_x_tsne,tsne,3,0.38536972
vel_y_r_asis_x_tsne,tsne,3,0.40439278
vel_y_c7_x_tsne,tsne,3,0.3890326
vel_y_l_heel_y_tsne,tsne,3,0.40234062
vel_y_r_knee_1_x_tsne,tsne,3,0.38857478
vel_y_l_met_x_tsne,tsne,3,0.39649606
vel_y_l_heel_x_tsne,tsne,3,0.39711842
vel_y_l_knee_1_x_tsne,tsne,3,0.40635303
vel_y_l_mall_x_tsne,tsne,3,0.42392227
vel_z_r_knee_1_x_tsne,tsne,3,0.4015031
vel_z_l_knee_1_x_tsne,tsne,3,0.399149
vel_z_l_mall_x_tsne,tsne,3,0.38623765
vel_z_l_heel_x_tsne,tsne,3,0.37232044
vel_z_l_met_x_tsne,tsne,3,0.37013948
vel_z_r_heel_x_tsne,tsne,3,0.36095053
vel_z_r_mall_x_tsne,tsne,3,0.37195566
vel_z_r_should_x_tsne,tsne,3,0.38954064
vel_z_r_asis_x_tsne,tsne,3,0.39635554
vel_z_SHO_x_tsne,tsne,3,0.38537872
vel_z_MIDASIS_x_tsne,tsne,3,0.39612433
vel_z_PO_x_tsne,tsne,3,0.39612433
vel_z_l_asis_x_tsne,tsne,3,0.40131375
vel_z_l_should_x_tsne,tsne,3,0.37473035
vel_z_c7_x_tsne,tsne,3,0.38090205
vel_z_sacrum_s_x_tsne,tsne,3,0.4075753
vel_z_r_met_x_tsne,tsne,3,0.40309107
vel_z_r_force_y_tsne,tsne,3,0.39145875
vel_z_c7_y_tsne,tsne,3,0.3967348
vel_z_r_met_y_tsne,tsne,3,0.3874197
vel_z_r_knee_1_y_tsne,tsne,3,0.39890528
vel_z_l_force_x_tsne,tsne,3,0.40628514
vel_z_MIDASIS_y_tsne,tsne,3,0.39175084
vel_z_PO_y_tsne,tsne,3,0.39175084
vel_z_SHO_y_tsne,tsne,3,0.39000088
vel_z_sacrum_s_y_tsne,tsne,3,0.3728545
vel_z_l_asis_y_tsne,tsne,3,0.39542812
vel_z_l_should_y_tsne,tsne,3,0.4084625
vel_z_r_met_z_tsne,tsne,3,0.37285358
vel_z_l_met_z_tsne,tsne,3,0.40380073
vel_z_l_heel_z_tsne,tsne,3,0.39536428
vel_z_r_heel_z_tsne,tsne,3,0.38754967
vel_z_l_mall_z_tsne,tsne,3,0.40110552
vel_z_r_mall_z_tsne,tsne,3,0.39431605
vel_z_l_knee_1_z_tsne,tsne,3,0.41302598
vel_z_r_knee_1_z_tsne,tsne,3,0.3807638
vel_z_SHO_z_tsne,tsne,3,0.37426683
vel_z_l_asis_z_tsne,tsne,3,0.3925586
vel_z_MIDASIS_z_tsne,tsne,3,0.39514595
vel_z_PO_z_tsne,tsne,3,0.39514595
vel_z_r_should_z_tsne,tsne,3,0.3683067
vel_z_r_asis_z_tsne,tsne,3,0.38824123
vel_z_l_should_z_tsne,tsne,3,0.3973586
vel_z_c7_z_tsne,tsne,3,0.38083538
vel_z_sacrum_s_z_tsne,tsne,3,0.39553452
yaw_l_mall_y_tsne,tsne,3,0.3914624
yaw_l_heel_y_tsne,tsne,3,0.39507142
yaw_r_force_y_tsne,tsne,3,0.382183
yaw_l_force_z_tsne,tsne,3,0.3616952
yaw_SHO_x_tsne,tsne,3,0.4022354
yaw_l_should_x_tsne,tsne,3,0.40462402
yaw_l_met_z_tsne,tsne,3,0.38524362
yaw_MIDASIS_y_tsne,tsne,3,0.38418275
yaw_PO_y_tsne,tsne,3,0.38418275
yaw_sacrum_s_x_tsne,tsne,3,0.39807117
yaw_r_asis_y_tsne,tsne,3,0.37753767
yaw_l_force_y_tsne,tsne,3,0.39534503
yaw_r_should_y_tsne,tsne,3,0.38896257
yaw_r_force_z_tsne,tsne,3,0.39412373
yaw_r_heel_y_tsne,tsne,3,0.38306066
yaw_r_mall_y_tsne,tsne,3,0.4078759
