group,imu,point,corr
feet,mag_gyro,r_met_y,-0.5908084201535232
trunk,mag_gyro,MIDASIS_x,-0.7266797436544076
additional_points,mag_gyro,PO_x,-0.7266797436544076
trunk,mag_gyro,l_asis_x,-0.7304615496284
trunk,mag_gyro,r_asis_x,-0.7451945567466056
upper_legs,mag_gyro,r_knee_1_y,-0.7633210336935665
feet,pitch,r_met_z,0.6236517436427321
feet,pitch,r_heel_z,0.6192300815425757
lower_legs,pitch,r_mall_z,0.6166596600434385
trunk,pitch,r_asis_x,0.5966424939310792
trunk,pitch,l_asis_x,0.5854470911807478
trunk,pitch,MIDASIS_x,0.5682580016195606
additional_points,pitch,PO_x,0.5682580016195606
upper_legs,pitch,r_knee_1_z,0.5356807889700422
upper_legs,pitch,r_knee_1_y,0.5213982169294551
force,pitch,l_force_z,0.5034056049558644
upper_legs,pitch,l_knee_1_y,-0.6514858024698705
feet,pos_x,l_heel_y,0.5669010271693667
upper_legs,pos_x,l_knee_1_x,0.5645276429730971
lower_legs,pos_x,l_mall_y,0.5467972306398868
trunk,pos_x,l_asis_y,0.5335099483765318
force,pos_x,r_force_z,-0.5103506402544495
lower_legs,pos_y,l_mall_y,0.6151266218715139
force,pos_y,r_force_y,0.609126094735321
feet,pos_y,l_heel_y,0.5936816586570034
force,pos_y,r_force_x,0.5694946735538085
force,pos_y,l_force_y,-0.5046367300701343
trunk,pos_y,sacrum_s_x,-0.6539617350761865
feet,pos_y,r_heel_y,-0.6947286219525401
trunk,pos_y,r_asis_x,-0.698903522539691
trunk,pos_y,l_asis_x,-0.7182572381142178
lower_legs,pos_y,r_mall_y,-0.7223481165544953
trunk,pos_y,MIDASIS_x,-0.7247856022457201
additional_points,pos_y,PO_x,-0.7247856022457201
head_neck,pos_y,c7_x,-0.7496745819418812
additional_points,pos_y,SHO_x,-0.7634153545244035
upper_body,pos_y,r_should_x,-0.7680679688079709
upper_body,pos_y,l_should_x,-0.768726246352695
additional_points,pos_z,SHO_y,0.727608367983123
trunk,pos_z,MIDASIS_y,0.684826179911701
additional_points,pos_z,PO_y,0.684826179911701
head_neck,pos_z,c7_y,0.6834505736785231
trunk,pos_z,l_asis_y,0.6563947733867735
trunk,pos_z,r_asis_y,0.6132856584527658
upper_body,pos_z,r_should_y,0.5906134918104011
upper_body,pos_z,l_should_y,0.587386943740742
trunk,pos_z,sacrum_s_y,0.5791901960434672
force,roll,l_force_z,0.6927253256900252
upper_legs,roll,r_knee_1_y,0.6491856639060728
trunk,roll,sacrum_s_x,-0.587858597496706
lower_legs,roll,r_mall_y,-0.7587095988758786
feet,roll,r_heel_y,-0.7965107187073421
additional_points,vel_x,SHO_z,0.9997163197921429
head_neck,vel_x,c7_z,0.9996957198314665
trunk,vel_x,MIDASIS_z,0.9996819079345483
additional_points,vel_x,PO_z,0.9996819079345483
trunk,vel_x,r_asis_z,0.9996802285222266
trunk,vel_x,sacrum_s_z,0.999670997148181
trunk,vel_x,l_asis_z,0.9996671348714873
upper_body,vel_x,l_should_z,0.9996573374443521
upper_body,vel_x,r_should_z,0.9996186317679542
upper_legs,vel_x,r_knee_1_z,0.9929164175526767
upper_legs,vel_x,l_knee_1_z,0.9903467635906845
lower_legs,vel_x,l_mall_z,0.962364495768206
lower_legs,vel_x,r_mall_z,0.962359956180981
feet,vel_x,l_heel_z,0.9606737729226059
feet,vel_x,r_heel_z,0.9605917873746377
feet,vel_x,l_met_z,0.9552064000711742
feet,vel_x,r_met_z,0.9525762855364845
feet,vel_y,l_met_z,0.9098553650640262
feet,vel_y,l_heel_z,0.9062804605129349
lower_legs,vel_y,l_mall_z,0.9044478205464483
upper_legs,vel_y,l_knee_1_z,0.8483113555584308
upper_body,vel_y,r_should_z,0.780868023436836
trunk,vel_y,l_asis_z,0.7782440805723989
trunk,vel_y,MIDASIS_z,0.7773519930914982
additional_points,vel_y,PO_z,0.7773519930914982
trunk,vel_y,r_asis_z,0.776567039187991
trunk,vel_y,sacrum_s_z,0.7765366851251672
head_neck,vel_y,c7_z,0.774162049447399
additional_points,vel_y,SHO_z,0.7736584447475081
upper_body,vel_y,l_should_z,0.7663185927080723
upper_legs,vel_y,r_knee_1_z,0.7007309878940126
upper_legs,vel_y,l_knee_1_y,0.6307281361865656
force,vel_y,r_force_z,0.5828860904132217
lower_legs,vel_y,r_mall_z,0.5824020175576213
feet,vel_y,r_heel_z,0.5777140284060185
feet,vel_y,r_met_z,0.5595916515660081
upper_body,vel_y,r_should_y,0.5586871821996284
feet,vel_y,l_met_x,0.5394963959462861
feet,vel_z,r_met_z,-0.9306936322976175
feet,vel_z,l_met_z,-0.9368651639251049
feet,vel_z,r_heel_z,-0.9414704562425104
lower_legs,vel_z,r_mall_z,-0.9432380467466157
feet,vel_z,l_heel_z,-0.9449807514193526
lower_legs,vel_z,l_mall_z,-0.9467442327435054
upper_legs,vel_z,r_knee_1_z,-0.9828160871923206
upper_legs,vel_z,l_knee_1_z,-0.9849266642890008
upper_body,vel_z,l_should_z,-0.9893916925154911
additional_points,vel_z,SHO_z,-0.9896042337034913
head_neck,vel_z,c7_z,-0.9896667980789391
upper_body,vel_z,r_should_z,-0.9897071811334482
trunk,vel_z,sacrum_s_z,-0.9903269653099922
trunk,vel_z,l_asis_z,-0.9905681112183214
trunk,vel_z,MIDASIS_z,-0.9908277273596395
additional_points,vel_z,PO_z,-0.9908277273596395
trunk,vel_z,r_asis_z,-0.9910954176353369
feet,yaw,l_heel_y,0.8625035907409478
lower_legs,yaw,l_mall_y,0.862482063196408
upper_legs,yaw,r_knee_1_x,0.573023428872517
force,yaw,r_force_y,0.5627093498416902
force,yaw,l_force_x,0.5287869943473577
force,yaw,l_force_y,-0.5380828313965947
trunk,yaw,r_asis_y,-0.5579169598253834
force,yaw,r_force_z,-0.6103883317658715
upper_body,yaw,r_should_y,-0.6416439903503572
head_neck,yaw,c7_x,-0.7123196971833738
upper_body,yaw,r_should_x,-0.7699173603058055
upper_body,yaw,l_should_x,-0.7708573283874358
additional_points,yaw,SHO_x,-0.772523378324109
feet,yaw,r_heel_y,-0.8042795793906597
lower_legs,yaw,r_mall_y,-0.8098568521862486
trunk,yaw,sacrum_s_x,-0.9091333390415034
