imu,kinematic,lag,corr
jerk_x,SHO_y,30,-0.6989258330028467
jerk_x,SHO_y,30,-0.6989258330028467
jerk_x,l_asis_y,37,-0.6994698710431213
jerk_x,l_asis_y,37,-0.6994698710431213
jerk_x,l_asis_y,37,-0.6994698710431213
jerk_x,MIDASIS_y,37,-0.725210651789879
jerk_x,PO_y,37,-0.725210651789879
jerk_x,MIDASIS_y,37,-0.725210651789879
jerk_x,PO_y,37,-0.725210651789879
jerk_x,MIDASIS_y,37,-0.725210651789879
jerk_x,PO_y,37,-0.725210651789879
jerk_x,c7_y,35,-0.7810630468545374
jerk_x,c7_y,35,-0.7810630468545374
jerk_x,c7_y,35,-0.7810630468545374
jerk_x,jerk_z,75,-0.9292723718404939
jerk_x,jerk_z,75,-0.9292723718404939
jerk_x,jerk_z,75,-0.9292723718404939
mag_acc,jerk_z,-5,0.9457037421770917
mag_acc,r_knee_1_y,-72,0.5439056728804805
mag_acc,l_heel_y,18,0.5169404310083467
mag_acc,l_knee_1_y,83,-0.6308588330570339
mag_gyro,r_knee_1_y,9,0.8644656115785899
mag_gyro,l_force_z,-69,0.8374770193759373
mag_gyro,r_met_y,-36,0.6752480875873419
mag_gyro,jerk_y,-10,0.6446134447978469
mag_gyro,sacrum_s_x,-93,-0.525785996641814
mag_gyro,r_met_x,-17,-0.5609666572074551
mag_gyro,l_knee_1_y,58,-0.5799507463458893
pitch,l_heel_y,-74,0.6831985058318284
pitch,jerk_y,-40,0.6669882854388227
pitch,r_met_y,73,0.5438738592245055
pitch,r_should_y,0,-0.5349021538379676
pitch,l_met_y,78,-0.5357886946949331
pitch,SHO_y,13,-0.5671974927878766
pitch,c7_y,15,-0.5683987250793224
pitch,sacrum_s_y,16,-0.600828618820519
pitch,l_mall_y,92,-0.6838603665059602
pitch,r_force_z,-90,-0.715899727556972
pitch,l_knee_1_y,5,-0.8571657580679218
pos_x,jerk_z,-1,0.9135479192613285
pos_x,MIDASIS_y,-35,0.6992827023747371
pos_x,PO_y,-35,0.6992827023747371
pos_x,r_asis_y,-34,0.6513541661978639
pos_x,r_should_y,-30,0.5388329986529472
pos_x,r_knee_1_y,-71,0.534521173884915
pos_x,l_knee_1_y,85,-0.5912411805529778
pos_y,jerk_y,50,0.7335173550749676
pos_y,r_force_x,-81,0.7033728075423689
pos_y,l_mall_y,54,0.6941421504849925
pos_y,l_heel_y,52,0.6765035046212337
pos_y,r_force_y,-75,0.6462543586096315
pos_y,r_met_x,-84,0.5719460259366975
pos_y,r_mall_x,-90,0.5057348147725764
pos_y,r_asis_y,69,-0.5243314067767005
pos_y,l_force_y,-73,-0.5882176554132332
pos_y,r_knee_1_y,-43,-0.5885736023761975
pos_y,r_should_y,87,-0.591114617026149
pos_y,r_mall_y,53,-0.8273122713361541
pos_y,r_heel_y,55,-0.8286056655090273
pos_z,jerk_z,65,0.9336463011092458
pos_z,c7_y,34,0.8627079094455157
pos_z,SHO_y,31,0.7913141231534927
pos_z,MIDASIS_y,33,0.7906382613350617
pos_z,PO_y,33,0.7906382613350617
pos_z,l_asis_y,36,0.757969927656878
pos_z,r_asis_y,33,0.7351322190989247
pos_z,sacrum_s_y,35,0.7033384441165418
pos_z,r_should_y,34,0.6254672561547091
pos_z,l_should_y,29,0.618660549073018
pos_z,l_knee_1_y,13,0.6081114628255045
pos_z,l_heel_y,94,0.5311824606771008
roll,r_knee_1_y,41,0.6979950477696506
roll,l_force_z,19,0.6830702615694415
roll,r_force_y,-50,0.5160192437298917
roll,r_should_y,-53,-0.6617414016875587
roll,MIDASIS_y,-69,-0.6748723482488047
roll,PO_y,-69,-0.6748723482488047
roll,r_force_z,91,-0.6758110126260559
roll,r_asis_y,-65,-0.7248377168191544
roll,r_mall_y,-33,-0.9215798010617746
roll,r_heel_y,-31,-0.9409111536524338
vel_x,c7_z,0,0.9995739412507159
vel_x,sacrum_s_z,0,0.9995471429194045
vel_x,l_should_z,0,0.9993966171140922
vel_x,r_should_z,-1,0.9957151252562814
vel_x,SHO_z,-1,0.9957026963279995
vel_x,r_asis_z,-1,0.9956256338062349
vel_x,MIDASIS_z,-1,0.9948385332104732
vel_x,PO_z,-1,0.9948385332104732
vel_x,l_asis_z,-1,0.9948271138958688
vel_x,r_knee_1_z,0,0.9922092162029049
vel_x,l_knee_1_z,0,0.9905040048987714
vel_x,time,0,0.9850389637508237
vel_x,r_mall_z,0,0.9616902580877581
vel_x,l_mall_z,0,0.9612971511910269
vel_x,r_heel_z,0,0.9604092459872514
vel_x,l_heel_z,0,0.9592518712234279
vel_x,l_met_z,-1,0.9499041198329697
vel_x,r_met_z,-1,0.9459288909548355
vel_x,l_should_y,0,0.616334065523851
vel_x,l_asis_y,81,0.5967437744883706
vel_x,SHO_y,82,0.5205262408188899
vel_x,MIDASIS_y,91,0.5139876466059821
vel_x,PO_y,91,0.5139876466059821
vel_x,r_met_x,-8,-0.592381104626412
vel_x,c7_x,0,-0.6078376774982523
vel_x,l_should_x,0,-0.6162928285675798
vel_x,SHO_x,-1,-0.6248635620670862
vel_x,l_asis_x,-1,-0.6281164469568885
vel_x,MIDASIS_x,-1,-0.6297905709200884
vel_x,PO_x,-1,-0.6297905709200884
vel_x,r_asis_x,0,-0.643381627787129
vel_x,r_should_x,-1,-0.6474758747277756
vel_x,r_heel_x,0,-0.7286534426511441
vel_x,r_mall_x,0,-0.7291665413482343
vel_x,l_knee_1_x,-60,-0.7605359638623138
vel_x,r_knee_1_x,0,-0.8168685463756897
vel_y,l_met_z,-1,0.9161053061125305
vel_y,l_heel_z,0,0.9147838222682035
vel_y,l_mall_z,0,0.9128339487850315
vel_y,l_knee_1_z,0,0.8560507044424881
vel_y,sacrum_s_z,0,0.791259667063391
vel_y,l_asis_z,-1,0.7896964312058545
vel_y,r_asis_z,-1,0.7889669115075815
vel_y,MIDASIS_z,-1,0.7889344846969895
vel_y,PO_z,-1,0.7889344846969895
vel_y,r_should_z,-1,0.7888524252228304
vel_y,c7_z,0,0.7847910767938845
vel_y,SHO_z,-1,0.7813950813095278
vel_y,time,0,0.778970365071927
vel_y,l_should_z,0,0.7769998134968535
vel_y,r_knee_1_z,0,0.7204339865931989
vel_y,r_force_z,-24,0.6274204559545165
vel_y,sacrum_s_y,0,0.6118210984407996
vel_y,r_mall_y,-50,0.601831393408202
vel_y,l_asis_y,-1,0.6013913583620336
vel_y,SHO_y,-1,0.5921551683597007
vel_y,r_heel_y,-46,0.5800605193725171
vel_y,MIDASIS_y,-1,0.5739952087494895
vel_y,PO_y,-1,0.5739952087494895
vel_y,l_knee_1_y,51,0.5631665915307391
vel_y,l_asis_x,60,-0.5273103849884196
vel_y,MIDASIS_x,62,-0.5387057657528912
vel_y,PO_x,62,-0.5387057657528912
vel_y,r_asis_x,56,-0.5523056546898077
vel_y,l_mall_y,-68,-0.55332696469765
vel_y,l_heel_y,-62,-0.5605907818488448
vel_y,l_knee_1_x,-98,-0.734178654374956
vel_z,r_knee_1_x,0,0.8194306388591109
vel_z,r_heel_x,0,0.7076639316799319
vel_z,r_mall_x,0,0.7075557780892905
vel_z,r_should_x,-1,0.6502348555474033
vel_z,r_asis_x,0,0.6392689131390323
vel_z,SHO_x,-1,0.6290188236339763
vel_z,MIDASIS_x,-1,0.6266858896443719
vel_z,PO_x,-1,0.6266858896443719
vel_z,l_asis_x,-1,0.6246611419573979
vel_z,l_should_x,0,0.6193295028761271
vel_z,c7_x,0,0.614193604618002
vel_z,r_met_x,-87,0.5733877340746463
vel_z,SHO_y,-1,-0.5059654653818395
vel_z,sacrum_s_y,0,-0.5161243005230249
vel_z,l_asis_y,-1,-0.6335342912497811
vel_z,l_should_y,0,-0.6552883609940405
vel_z,r_met_z,-1,-0.9305935286006428
vel_z,l_met_z,-1,-0.9351436301086505
vel_z,l_heel_z,0,-0.9463168364751768
vel_z,r_heel_z,0,-0.9474626609298351
vel_z,l_mall_z,0,-0.9486301902560672
vel_z,r_mall_z,0,-0.9487386604366437
vel_z,time,0,-0.9770445601694937
vel_z,l_knee_1_z,0,-0.9868698762599842
vel_z,r_knee_1_z,0,-0.9872478298995676
vel_z,SHO_z,-1,-0.9889712647897442
vel_z,l_asis_z,-1,-0.988996548199091
vel_z,MIDASIS_z,-1,-0.989149790777143
vel_z,PO_z,-1,-0.989149790777143
vel_z,r_should_z,-1,-0.9891539057837836
vel_z,r_asis_z,-1,-0.990168482965137
vel_z,l_should_z,0,-0.9922275738870355
vel_z,c7_z,0,-0.9925233515002846
vel_z,sacrum_s_z,0,-0.9930801079921909
yaw,l_mall_y,-14,0.8840068084159299
yaw,l_heel_y,-12,0.8747692212412138
yaw,l_force_z,56,0.6687105466376186
yaw,sacrum_s_x,0,-0.5016183374455181
yaw,r_asis_y,22,-0.6449088869093582
yaw,r_should_y,24,-0.7362101306440239
yaw,r_force_z,43,-0.7716300067771967
yaw,r_heel_y,-16,-0.7825493568291656
yaw,r_mall_y,-22,-0.7934422621584355
