group,imu,point,corr
trunk,acc_x,MIDASIS_y,0.5231354019532642
additional_points,acc_x,PO_y,0.5231354019532642
head_neck,acc_x,c7_y,0.5172930251998388
trunk,acc_x,r_asis_y,0.4919301870069953
trunk,acc_x,l_asis_y,0.49044284749957584
feet,acc_x,r_heel_y,0.4879563676773383
lower_legs,acc_x,r_mall_y,0.4583501059160542
feet,acc_x,l_heel_y,0.4427180365273407
additional_points,acc_x,SHO_y,0.4263573680733126
upper_body,acc_x,r_should_y,0.4260625967761174
lower_legs,acc_x,l_mall_y,0.4116663181343959
force,acc_x,r_force_z,-0.4629941792422845
force,acc_y,r_force_y,0.4976410440074001
lower_legs,acc_y,l_mall_y,0.4728575519335532
feet,acc_y,l_heel_y,0.4668970280825257
force,acc_y,r_force_x,0.4389045676861916
upper_legs,acc_y,l_knee_1_y,0.41012060046314597
upper_legs,acc_y,r_knee_1_y,-0.42220146797668734
feet,acc_y,r_heel_y,-0.5402248819221434
lower_legs,acc_y,r_mall_y,-0.5751470487525188
head_neck,acc_z,c7_y,0.6262174261447213
additional_points,acc_z,SHO_y,0.619370208096053
upper_legs,acc_z,l_knee_1_y,0.5862729288954118
trunk,acc_z,MIDASIS_y,0.582534510795819
additional_points,acc_z,PO_y,0.582534510795819
trunk,acc_z,r_asis_y,0.5648080224735408
trunk,acc_z,l_asis_y,0.5366352996176462
upper_body,acc_z,l_should_y,0.5010168811172508
trunk,acc_z,sacrum_s_y,0.4972220984133916
upper_body,acc_z,r_should_y,0.46473767163671437
upper_legs,acc_z,r_knee_1_y,0.44689368204571506
upper_legs,gyro_x,r_knee_1_y,0.7617190929035759
feet,gyro_x,r_met_y,0.6178597749078019
force,gyro_x,l_force_z,0.5135420814308633
force,gyro_x,l_force_y,0.4296793720983844
feet,gyro_x,r_met_z,0.4056623320735398
feet,gyro_x,r_heel_x,-0.45255378088806003
feet,gyro_x,l_met_y,-0.4676909178314853
lower_legs,gyro_x,r_mall_x,-0.47567440622192964
force,gyro_x,r_force_y,-0.5134965349924592
feet,gyro_x,r_met_x,-0.5639359525621396
force,gyro_x,r_force_x,-0.5785889716885702
upper_legs,gyro_x,l_knee_1_y,-0.6209244654131001
force,gyro_y,r_force_z,-0.41386894597963647
upper_body,gyro_y,l_should_y,-0.4470828494792502
trunk,gyro_y,l_asis_y,-0.5706906219332367
trunk,gyro_y,sacrum_s_y,-0.6361400994297012
trunk,gyro_y,MIDASIS_y,-0.6774825563823236
additional_points,gyro_y,PO_y,-0.6774825563823236
upper_body,gyro_y,r_should_y,-0.6777323534692562
head_neck,gyro_y,c7_y,-0.6862438477644943
additional_points,gyro_y,SHO_y,-0.6940470216265587
trunk,gyro_y,r_asis_y,-0.7109137077318913
upper_legs,gyro_y,l_knee_1_y,-0.7280869602244223
upper_legs,gyro_z,l_knee_1_y,0.686570025796468
force,gyro_z,r_force_x,0.5509986372467078
force,gyro_z,r_force_y,0.5135168007779078
feet,gyro_z,l_met_y,0.5013859404205699
feet,gyro_z,r_met_x,0.43238419666892486
lower_legs,gyro_z,r_mall_x,0.41225880748486793
force,gyro_z,l_force_z,-0.4868693028645896
feet,gyro_z,r_met_y,-0.53950316508266
upper_legs,gyro_z,r_knee_1_y,-0.5574316635481263
trunk,pitch,l_asis_y,-0.4273159007702486
trunk,pitch,MIDASIS_y,-0.4625980965565632
additional_points,pitch,PO_y,-0.4625980965565632
trunk,pitch,r_asis_y,-0.4881829195281717
upper_body,pitch,r_should_y,-0.5339283139536428
head_neck,pitch,c7_y,-0.5406972375554154
additional_points,pitch,SHO_y,-0.5476930762548617
trunk,pitch,sacrum_s_y,-0.5785842703055072
upper_legs,pitch,l_knee_1_y,-0.8528530218496418
force,roll,l_force_z,0.6474020276340171
upper_legs,roll,r_knee_1_y,0.5183649624933905
upper_body,roll,r_should_y,-0.438007393665148
lower_legs,roll,r_mall_y,-0.7874306433029967
feet,roll,r_heel_y,-0.8167208725497119
lower_legs,yaw,l_mall_y,0.8680104154731771
feet,yaw,l_heel_y,0.8635275375627394
force,yaw,r_force_y,0.5071454556203865
force,yaw,l_force_z,0.48941673805922725
upper_body,yaw,l_should_x,-0.4006445013022646
feet,yaw,l_met_z,-0.424389089928079
trunk,yaw,MIDASIS_y,-0.4363711855803457
additional_points,yaw,PO_y,-0.4363711855803457
force,yaw,l_force_y,-0.4467111698734644
trunk,yaw,sacrum_s_x,-0.5011765956217089
trunk,yaw,r_asis_y,-0.6179150858558685
force,yaw,r_force_z,-0.6791076219514928
upper_body,yaw,r_should_y,-0.6974432558480301
feet,yaw,r_heel_y,-0.7698751340303003
lower_legs,yaw,r_mall_y,-0.7709001729621741
